,name,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews,cover included,standing screen display size,color screen,wattage,fabric type,flash memory size,processor count,connectivity technology,mirror adjustment,pricing,size,material,brand,department,scanner resolution,is assembly required?,colour,speaker amplification type,international shipping,audio sensitivity,hardware interface,audio jack,phone standy time (with data),power source type,color,form factor,domestic shipping,oem part number,gsm frequencies,mfg recommended age,ram,wireless remote,compatible phone models,item weight,usage,manufacturer,batteries,number of component outputs,model,device interface - primary,manufacturer recommended age,signal format,warranty description,display technology,special features,output wattage,thickness,guitar pick thickness,battery type,safety rating,item package quantity,language,rated,rating,phone talk time,batteries required,is discontinued by manufacturer,specification met,width (inches),package dimensions,release date,date first available,national stock number,power source,material type,specific uses for product,max screen resolution,batteries required?,compatible devices,our recommended age,import designation,manufacturer part number,display size,operating system,included components,brand name,ASIN,weight,computer memory type,part number,model number,style,connector type,binding,color name,product dimensions,impedance,shape,connectivity technologies,additional features,height (inches),horsepower,additional product features,os,wireless communication technologies,hardware platform,warranty,finish,number of items,series,batteries included?,voltage,other display features,battery cell type,folding,item dimensions  lxwxh,item model number,best sellers rank
3078,"Wholesale Earbuds Bulk Headphones Individually Bagged 50 Pack for iPhone, Android, MP3 Player for Schools, Libraries, Hospitals (Blue)",CN-Outlet,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1MRZYM2EFENWE&isAmazonFulfilled=1,"Mr. Pen Pencil Top Erasers, Cap Erasers, 120 Pack",https://www.amazon.com/Mr-Pen-Supplies-Teachers-Earasers/dp/B07DPVVMWB/ref=pd_bxgy_2/140-8892630-6694163?_encoding=UTF8&pd_rd_i=B07DPVVMWB&pd_rd_r=9c8af185-c9a9-431d-a60e-17c95dd437e2&pd_rd_w=JI5qg&pd_rd_wg=8a8ZR&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=P1X6FQX545KESFN2ZACN&psc=1&refRID=P1X6FQX545KESFN2ZACN,https://www.amazon.com//Wholesale-Headphones-Individually-Libraries-Hospitals/product-reviews/B07DHLHXXN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3 ounces,,CN-Outlet,,,,,,,,,,,,,,,,,,4.2,,,No,,,9.02 x 6.34 x 2.52 inches,,"June 4, 2018",,,,,,,,,,,,,,,B07DHLHXXN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#4,793 in Earbud & In-Ear Headphones"
3079,"SOMIC Wireless Bluetooth Headphone with HI-FI Stereo, Soft Memory-Protein Earmuffs, 72H Playtime Over Ear Headset, Detachable Cat Ear On-Ear Headphones for Travel/Work/Class/Office MS300 Pink",Somic Technology,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1FE7969MEMF8T&isAmazonFulfilled=1,"Xbox One Controller Skin Pink, BRHE Anti-Slip Silicone Cover Protector Case Accessories Set for…",https://www.amazon.com/Controller-BRHE-Anti-Slip-Protector-Accessories/dp/B07PCJ6YN6/ref=pd_bxgy_2/145-9218211-0452100?_encoding=UTF8&pd_rd_i=B07PCJ6YN6&pd_rd_r=dc60665c-bd71-4de6-af39-83d33aa28707&pd_rd_w=SPB6Z&pd_rd_wg=PHuGx&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=7FNSV2HESY4DY7NQMH3T&psc=1&refRID=7FNSV2HESY4DY7NQMH3T,https://www.amazon.com//SOMIC-Bluetooth-Headphones-Canceling-Detachable/product-reviews/B08215BFVH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17 pounds,,SOMIC,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,3.9,,,,,,8.07 x 7.28 x 3.9 inches,,"November 26, 2019",,,,,,,,,,,,,,,B08215BFVH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#594 in On-Ear Headphones
3080,"SiYear 3.5mm 1/8 inch TRS Plug to 6.35mm 1/4 inch Jack and 3.5mm Female to 6.35 Male Plug Gold Plated Set Audio Stereo Adapter Converter for Headphone, Microphone (4 -Pack)",Charhoo,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1U83UX1EHC5Q1&isAmazonFulfilled=1,,,https://www.amazon.com//SiYear-Adapter-Converter-Headphone-Microphone/product-reviews/B077ZQDNK5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,CHSM,,,,,,,,,,,,,,,,,,4.4,,,No,,,4.5 x 2.75 x 0.5 inches,,"December 8, 2017",,,,,,,,,,,,,,,B077ZQDNK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8541767815,#169 in Headphone Adapters
3081,Aircom A3 Active Air Tube Headphones - Anti-Radiation Wired Sports Earbuds with Airflow Audio Technology for Premium Sound and EMF Protection – White,Aircom Audio,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2YHPBGRQ89WI4&isAmazonFulfilled=1,"Atmosure Anti-Radiation Air Tube Headphones with Carry Case (99% EMF Reduction) — Safe, Radiation…",https://www.amazon.com/EMFProtector-Anti-Radiation-Headphones-Radiation-Free-Microphone/dp/B084TFFPGF/ref=pd_bxgy_2/134-7708324-7191428?_encoding=UTF8&pd_rd_i=B084TFFPGF&pd_rd_r=c87cd153-4bdc-485b-922a-f8b00e3d53b5&pd_rd_w=z8hdw&pd_rd_wg=G0q8j&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=HA416ZCWNKM0T21VG148&psc=1&refRID=HA416ZCWNKM0T21VG148,https://www.amazon.com//Aircom-Active-Stereo-Earphone-Built/product-reviews/B07VCM7H1T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96 ounces,,Aircom,1 Product Specific batteries required. (included),,,,,,,,,,,,,,,,,3.4,,,,,,7.44 x 3.98 x 1.5 inches,,"July 17, 2019",,,,,,,,,,,,,,,B07VCM7H1T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#7,286 in Earbud & In-Ear Headphones"
3082,NUX GP-1 Electric Guitar Amplifier Amp Headphone Amp,Mak Yuk Cheong,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1SOAP55F0K1ZS&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03 ounces,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,"April 15, 2020",,,,,,,,,,,,,,,B082QRC15M,,,,,,,,,6.3 x 4.72 x 1.57 inches,,,,,,,,,,,,,,,,,,,,,,#203 in Headphone Amps
3083,"Headphone Stand Headset Hanger 2 in 1, Havit Gaming Headphones Holder Hook with Flexible Stable Base for Desk, Wall, Table, Headphones, Earphones",Lovehome US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A76DCA9B5LPCP&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,Boys,,,,,,,,,,,,,,,,,,,,9.5 ounces,,havit,,,,,,,,,,,,,,,,,,4.5,,,,,,9.45 x 4.06 x 1.65 inches,,"October 19, 2020",,,,,,,,,,,,,,,B08LDH62F5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TH670,#62 in Headphone Stands & Hangers
3084,Professional Ear Pads Cushions Replacement - Earpads Compatible with Bose QuietComfort 3 (QC3) and Bose OE1 On-Ear Headphones,SoloWIT Online,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A28M8L8QFRHIUH&isAmazonFulfilled=1,"Replacement Headband Cover for Bose QC3, AE2 / AE2i / AE2w Headphones/Headband Protector Repair…",https://www.amazon.com/Replacement-Headband-Headphones-Protector-Installation/dp/B01M8OSO6C/ref=pd_bxgy_2/140-1923958-5158217?_encoding=UTF8&pd_rd_i=B01M8OSO6C&pd_rd_r=c0af7024-c816-4009-8098-1b2e9f4a97b9&pd_rd_w=n9Ayg&pd_rd_wg=5Fj5R&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=F5SFANSSC8X95GJW6SDZ&psc=1&refRID=F5SFANSSC8X95GJW6SDZ,https://www.amazon.com//Professional-Bose-Pads-Cushions-Replacement/product-reviews/B081CK6663/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.317 ounces,,SOULWIT,,,,,,,,,,,,,,,,,,4.7,,,,,,5.75 x 3.82 x 1.1 inches,,"November 11, 2019",,,,,,,,,,,,,,,B081CK6663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#400 in Headphone Earpads
3085,Panasonic RPHC101K Slim Z Noise Cancelling Headphone,Top Deals Online,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A658L8ARDTDRC&isAmazonFulfilled=1,,,https://www.amazon.com//Panasonic-RPHC101K-Noise-Cancelling-Headphone/product-reviews/B0028E4SF4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Electronics,,,,,,,,,,,,,,,,,,,,2.75 ounces,,Panasonic,,,,,,,,,,,,,,,,,,4.3,,,No,,,,,"May 2, 2009",,,,,,,,,,,,,,,B0028E4SF4,,,,,,,,,36 x 0.7 x 0.5 inches,,,,,,,,,,,,,,,,,,,,,RPHC101K,"#2,351 in On-Ear Headphones"
3086,"Razer Nari Wireless 7.1 Surround Sound Gaming Headset: THX Audio - Auto-Adjust Headband & Swivel Cups - Chroma RGB - Retractable Mic - For PC, PS4, PS5 - Black",MerlinTech,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3K4306MBBZMQO&isAmazonFulfilled=1,,,https://www.amazon.com//Razer-Nari-Wireless-Gel-Infused-Cushions/product-reviews/B07G5RKF3W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,Razer,,,,,,,,,,,,Classic Black,,,,,,,,,15.2 ounces,,Razer USA Ltd,1 Lithium Polymer batteries required.,,,,,,,,,,,,,,,,,4.1,,,No,,,,,"September 18, 2018",,,,,,,,,,,,Microsoft Windows,,,B07G5RKF3W,,,,,,,,,7.29 x 8.61 x 3.94 inches,,,,,,,,,,PC,,,,Nari,,,,,,7.29 x 8.61 x 3.94 inches,RZ04-02680100-R3U1,"#2,609 in Video Games ( See Top 100 in Video Games ) #165 in PC Game Headsets"
3087,SHD 3.5mm to 2RCA Y Splitter Stereo Audio Cable Bi-Directional 2 RCA to 3.5mm Aux Male Type Dual Shielding Gold Plated Ends Metal Shell-Black 6Feet,SHD Inc,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1YOAYOCM6BA1A&isAmazonFulfilled=1,,,https://www.amazon.com//SHD-Splitter-Bi-Directional-Shielding-Shell-Black/product-reviews/B017XNCL4Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89 ounces,,SHD,,,,,,,,,,,,,,,,,,4.7,,,No,,,6.54 x 4.49 x 0.47 inches,,"March 30, 2018",,,,,,,,,,,,,,,B017XNCL4Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYSB017XNCL4Y-ELECTRNCS,#121 in RCA Cables
3088,"Wholesale Bulk Headphones 25 Pack for Kids,Classroom,Labs,Students and Adults - Black",CN-Outlet,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1MRZYM2EFENWE&isAmazonFulfilled=1,,,https://www.amazon.com//Wholesale-Headphones-Classroom-Students-Adults/product-reviews/B07J2D5LVN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97 pounds,,CN-Outlet,,,,,,,,,,,,,,,,,,4.2,,,No,,,,,"April 26, 2018",,,,,,,,,,,,,,,B07J2D5LVN,,,,,,,,,3.9 x 0.6 x 4.8 inches,,,,,,,,,,,,,,,,,,,,,4351511056,#808 in On-Ear Headphones
3089,"Camo Gaming Headset for PS4 Xbox One PC, Pro Camouflage Over Ear Gaming Headphones Mic,Noise Canceling &Stereo Bass Surround Sound for Nintendo Gamecube MAC Laptop,Gun Keychain Gift for Teenager",YOUXU,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2A0CWMONNBYMO&isAmazonFulfilled=1,"RUNMUS Gaming Headset Xbox One Headset with 7.1 Surround Sound, PS4 Headset with Noise Canceling Mic…",https://www.amazon.com/RUNMUS-Surround-Canceling-Compatible-Controller/dp/B07GRM747Y/ref=pd_bxgy_2/140-4763227-6341646?_encoding=UTF8&pd_rd_i=B07GRM747Y&pd_rd_r=f52af2da-de3d-4e62-b15f-d299ae76293a&pd_rd_w=QqcgQ&pd_rd_wg=l121W&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=VKVNPD19T42HM6H4YXFB&psc=1&refRID=VKVNPD19T42HM6H4YXFB,https://www.amazon.com//Camouflage-Headphones-Canceling-Surround-Nintendo/product-reviews/B088NFVZ72/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26 pounds,,Kotion Electronics,,,,,,,,,,,,,,,,,,4.6,,,,,,8.7 x 8.4 x 4.1 inches,,"May 14, 2020",,,,,,,,,,,,,,,B088NFVZ72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#9,491 in Video Games ( See Top 100 in Video Games ) #247 in PlayStation 4 Headsets"
3090,"Timmkoo Wireless Neckband Headphones, Aptx Stereo Bluetooth 4.2 Sports Headphones with Mic,Magnetic Earbuds,CVC6.0 Noise Cancelling,IPX5 Waterproof (Red)",JIUYUN,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2IY0K9LXTIDT2&isAmazonFulfilled=1,"Retractable Bluetooth Headphones, Wireless Earbuds Stereo Headsets Neckband Earphone Noise Canceling…",https://www.amazon.com/Retractable-Bluetooth-Headphones-Canceling-Mikicat/dp/B08B6G1ZWJ/ref=pd_bxgy_2/133-7392051-4482364?_encoding=UTF8&pd_rd_i=B08B6G1ZWJ&pd_rd_r=43be298b-8a52-48ca-87f6-a6c6ffd0518f&pd_rd_w=8j4kB&pd_rd_wg=ggUym&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=HR48KQ784P8T8HTD3TZM&psc=1&refRID=HR48KQ784P8T8HTD3TZM,https://www.amazon.com//Bluetooth-Headphones-Wireless-Waterproof-Cancelling/product-reviews/B07K6J4W31/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86 ounces,,Estron,2 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,4.1,,,No,,,8 x 6.3 x 1.5 inches,,"November 20, 2018",,,,,,,,,,,,,,,B07K6J4W31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#5,830 in Earbud & In-Ear Headphones"
3091,"LTC SoundSlave 2.4G Wireless/Wired Gaming Headset, Detachable Noise Canceling Microphone, Orange LED Light Headphones for PC Laptop Mac Nintendo Switch Games",AceGadget,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1IWU32MOSPJFY&isAmazonFulfilled=1,Audio-Technica AT875R Line/Gradient Shotgun Condenser Microphone,https://www.amazon.com/Audio-Technica-AT875R-Gradient-Condenser-Microphone/dp/B000BQ79W0/ref=pd_bxgy_2/136-5604504-9916914?_encoding=UTF8&pd_rd_i=B000BQ79W0&pd_rd_r=b89d8bea-db1a-4f3a-9982-c7f5258f00c4&pd_rd_w=qRxAm&pd_rd_wg=JLCBq&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=7SGT5535DB02Z9292MEA&psc=1&refRID=7SGT5535DB02Z9292MEA,https://www.amazon.com//LTC-SoundSlave-Detachable-Microphone-Headphones/product-reviews/B088WPMD6H/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28 pounds,,LTC,,,,,,,,,,,,,,,,,,3.8,,,,,,9.02 x 7.68 x 4.02 inches,,"May 20, 2020",,,,,,,,,,,,,,,B088WPMD6H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS-501,"#5,742 in Video Games ( See Top 100 in Video Games ) #273 in PC Game Headsets"
3092,"Headphone mic Splitter 3.5mm Audio Splitter for Gaming Headset and Computer [New 2020] iNassen Gold-Plated Y Splitter Adapter, Headset Aux Splitter,Female to 2 Male for PC, Old Version Laptop",Heetan,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3KOXIIS8TMX8U&isAmazonFulfilled=1,,,https://www.amazon.com//Headphone-Splitter-Computer-iNassen-Gold-Plated/product-reviews/B08C9PXW4Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634 ounces,,iNassen,,,,,,,,,,,,,,,,,,4.8,,,,,,3 x 2 x 0.4 inches,,"July 3, 2020",,,,,,,,,,,,,,,B08C9PXW4Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#1,701 in Headphone Adapters"
3093,"JLAB JBuddies Studio Wired Kids Headphones, The Wirecutter's Corded Headphone Pick for Older Kids and Safe Listening, Blue/Red",Iggy's,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1RF2IWDJ194MO&isAmazonFulfilled=1,,,https://www.amazon.com//JLAB-Headphones-Wirecutters-Headphone-Listening/product-reviews/B07Z7GF6H9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6 ounces,,JLAB,,,,,,,,,,,,,,,,,,4.3,,,,,,,,"October 16, 2019",,,,,,,,,,,,,,,B07Z7GF6H9,,,,,,,,,6 x 8 x 2 inches,,,,,,,,,,,,,,,,,,,,,,"#3,941 in Over-Ear Headphones"
3094,Vealvion Wireless Earbuds Bluetooth 5.0 Bluetooth Headphones IPX5 Built-in Mic in-Ear Earphones with Deep Bass Hi-Fi Sound with 500mAh Portable Charging Case for Sports Running (Black),VealVion,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3OUIE388Q0RTF&isAmazonFulfilled=1,Wireless Earbusds Bluetooth 5.0 Bluetooth Headphones 5-8 Hours Playtime IPX5 Waterproof TWS Stereo…,https://www.amazon.com/Wireless-Earbusds-Bluetooth-Headphones-Waterproof/dp/B08599BPKP/ref=pd_bxgy_2/137-9677420-7155405?_encoding=UTF8&pd_rd_i=B08599BPKP&pd_rd_r=078e60c8-d509-4173-b32d-dfde00a97481&pd_rd_w=e6Vb4&pd_rd_wg=R1yri&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=M2TDK6AREW9JPH4HWEVA&psc=1&refRID=M2TDK6AREW9JPH4HWEVA,https://www.amazon.com//Vealvion-Wireless-Bluetooth-Headphones-Earphones/product-reviews/B07XD8M3X7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2 ounces,,Vealvion,2 Lithium ion batteries required.,,,,,,,,,,,,,,,,,3.6,,,,,,,,"September 5, 2019",,,,,,,,,,,,,,,B07XD8M3X7,,,,,,,,,3.15 x 1.57 x 0.79 inches,,,,,,,,,,,,,,,,,,,,,TWS,"#2,016 in Earbud & In-Ear Headphones"
3095,"Aipower Smart Watch Wearbuds True Wireless Earbuds with Fitness Tracker Heart Rate Monitor Calorie Step Counter, Smartwatch with Bluetooth Headphones Music, Water Resistant for Sport",Aipower Technology,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3LYN3S5O7FLBN&isAmazonFulfilled=1,,,https://www.amazon.com//Aipower-Wearbuds-Wireless-Bluetooth-Pedometer/product-reviews/B083DT1SMN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,7.1 ounces,,Aipower,1 Lithium Metal batteries required. (included),,,Touchscreen,,,,,,,,,,,,,,3.6,,,,,,,,"January 2, 2020",,,,,,,,,,,,,,,B083DT1SMN,,,,,,,,,5.39 x 3.03 x 5.43 inches,,,Wireless,"Wireless, Sports-and-exercise, Water-resistant, Lightweight, Noise-Isolating",,,,,Bluetooth,,,,,,,,Wireless,,,,AI-W20,"#32,604 in Electronics ( See Top 100 in Electronics ) #818 in Smartwatches"
3096,"Linkidea Hard Shell Case for AirPod Max Headphones, Over-Ear Headphone Carrying Bag, Headset Protective Travel Case (Grey)",LinkIdea,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A33ROFUWBZSAM4&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5 ounces,,LinkIdea,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"December 24, 2020",,,,,,,,,,,,,,,B08R8WXP28,,,,,,,,,8.66 x 8.07 x 2.17 inches,,,,,,,,,,,,,,,,,,,,,LI3810,"#10,300 in Headphone Cases"
3097,"PANASONIC Stereo Earbud Headphones with Comfortable, Clear, and Powerful Sound. Includes 3.9 ft Cord with Miniplug 3.5mm Headphone Jack - RP-HV096-K – In Ear Earbuds (Black)",,,,,https://www.amazon.com//PANASONIC-Headphones-Comfortable-Powerful-Headphone/product-reviews/B004MMEHYM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Electronics,,,,,,,,,,,,,,,,,,,,0.176 ounces,,Panasonic,,,,,,,,,,,,,,,,,,4.1,,,No,,,,,"April 1, 2011",,,,,,,,,,,,,,,B004MMEHYM,,,,,,,,,0.5 x 0.7 x 36 inches,,,,,,,,,,,,,,,,,,,,,RP-HV096-K,#979 in Earbud & In-Ear Headphones
3098,Bluetooth5.0 Headphones Over Ear 15 Hrs Wireless Headphones Foldable Soft Memory-Protein Earmuffs Rechargeable Hi-Fi Stereo Headset CVC6.0 Headphones with Mic for Cellphone/Tablet/TV,,,,,https://www.amazon.com//Bluetooth-Headphones-Memory-Protein-Rechargeable-Cellphone/product-reviews/B07YXX13Y6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,Unisex-adult,,,,,,,,,,,,,,,,,,,,10.4 ounces,,TryVictory,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,4.2,,,,,,6.4 x 5 x 3.4 inches,,"October 9, 2019",,,,,,,,,,,,,,,B07YXX13Y6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#3,599 in Over-Ear Headphones"
3099,Avid Education AE-36 Headset,"Encore Data Products, Inc.",https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1QN6222JXZ6DR&isAmazonFulfilled=1,"AVID Education 1EDU-AE36WH-ITE Headphone with OOM Microphone, Single Plug, White (FBA_AE-36WHITE)",https://www.amazon.com/Education-1EDU-AE36WH-ITE-Headphone-Microphone-Single/dp/B00L2JUJ68/ref=pd_bxgy_2/136-6948451-7191144?_encoding=UTF8&pd_rd_i=B00L2JUJ68&pd_rd_r=45789960-e4d5-4020-9817-268956d5584c&pd_rd_w=mBOtx&pd_rd_wg=3Ij6K&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=0N0GHW1XT0D9RWXP5YGH&psc=1&refRID=0N0GHW1XT0D9RWXP5YGH,https://www.amazon.com//Avid-AE-36GREEN-Education-AE-36-Headset/product-reviews/B00R4ZVETA/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2 ounces,,Avid,,,,,,,,,,,,,,,,,,4.0,,,No,,,,,"December 17, 2014",,,,,,,,,,,,,,,B00R4ZVETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE-36GREEN,"#1,387 in On-Ear Headphones"
3100,"Vju Headphones Hanger Holder Wall Mount, Universal Gaming Headset Hook Cradle Under Desk to Left or Right Side of Computer for AirPods Max PS5 PS4 Xbox Bose Beats and More (Black)",vjulin,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3EW7EGU4C9CUC&isAmazonFulfilled=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52 ounces,,Vju,,,,,,,,,,,,,,,,,,5.0,,,,,,5.12 x 3.54 x 0.79 inches,,"December 22, 2020",,,,,,,,,,,,,,,B08R5G3KN5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#172 in Headphone Stands & Hangers
