;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;power source;optical drive type;brightness rating;battery description;brand name;item model number;language;connectivity technologies;coating;fabric type;tab color;paper weight;batteries required;style;international shipping;graphics card ram size;screen resolution;pre-printed;material type;item thickness;shape;flash memory size;os;package dimensions;backing;additional features;chipset brand;sheet size;is discontinued by manufacturer;ASIN;binding;operating system;item weight;number of usb 3.0 ports;computer memory type;batteries;hardware platform;domestic shipping;memory speed;connectivity technology;date first available;pricing;number of items;standing screen display size;item dimensions  lxwxh;processor count;ram;card description;brand;processor brand;corner/edge style;model number;best sellers rank;voltage;paper finish;number of pieces;rating;product dimensions;release date;usage;average battery life (in hours);max screen resolution;other display features;batteries included?;total recycled content percentage;closure;warranty description;manufacturer recommended age;material;rear webcam resolution;graphics coprocessor;wireless type;national stock number;manufacturer;series;manufacturer part number;item package quantity;included components;part number;is assembly required?;thickness;binding edge;battery cell type;color;hard drive interface;batteries required?;department;number of usb 2.0 ports;size;colour;mfg recommended age;hard drive rotational speed;expansion;cover material
819;819;Keyboard Wrist Rest and Mouse Pad Wrist Support Set with Coaster, Ergonomic Gaming Mouse Pad Keyboard Wrist Cushion with Memory Foam & Non Slip Base for Computer Laptop Office- Purple Galaxy;AMOOK;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3A8P6GC09JL6T&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8 x 9.8 x 2.28 inches;;;;;;B08QTT6K4Y;;;13.7 ounces;;;;;;;;December 17, 2020;;;;;;;;Amook;;;;#109,077 in Office Products ( See Top 100 in Office Products ) #2,996 in Mouse Pads;;;;0.0;;;;;;;;;;;;;;;;;Amook;;Mouse Pad with wrist support 04;;;;;;;;Purple Galaxy;;;;;;;;;;
820;820;Pink Purple Marble Mouse Pad Round for Girls Women, Pretty Modern Custom Circle Mouse Mat for Desk Laptop Computer Gaming Home Office Working Bussiness Travel;Hill to Hill;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AVAZTIAQRAQT4&isAmazonFulfilled=1;;;https://www.amazon.com//Purple-Marble-Computer-Working-Bussiness/product-reviews/B08JJ795CJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;Round;;;8.07 x 7.76 x 0.28 inches;;;;;;B08JJ795CJ;;;2.25 ounces;;;;;;;;September 19, 2020;;;;;;;;Nasdalgias;;;;#20,240 in Office Products ( See Top 100 in Office Products ) #427 in Mouse Pads;;;;4.7;;;;;;;;;;;;;;;;;Hill to Hill;;YZY;;;;;;;;Pink Marble;;;;;;;;;;
821;821;Bluetooth Mouse, Rechargeable Mouse with USB Receiver, Slim Dual Mode(Bluetooth + USB) Noiseless Bluetooth Wireless Mouse for Laptop, iPad, MacBook Pro,Computer,PC,Notebook (Pink);KaiouTech;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3AK9NP810B8O6&isAmazonFulfilled=1;;;https://www.amazon.com//Bluetooth-Rechargeable-Receiver-Noiseless-Wireless/product-reviews/B08LW32RZ7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B08LW32RZ7;;;2.4 ounces;;;1 Lithium ion batteries required. (included);;;;;October 27, 2020;;;;;;;;;;;;#1,071 in Computer Mice;;;;5.0;4.33 x 2.28 x 0.94 inches;;;;;;;;;;;;;;;;Holy Sword;;;;;;;;;;;;;;;;;;;;
822;822;Kupx Thick Extended Edition Cloth Gaming Mouse Mat with Non-slip Rubber Base and Black Edge, 23.6x11.8x0.08-Inch;Kupx®;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2P6QL3LLI8UCD&isAmazonFulfilled=1;;;https://www.amazon.com//Kupx-Extended-Gaming-Non-slip-23-6x11-8x0-08-Inch/product-reviews/B015DY6C40/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;Mouspad-big-60A30black;;;;;;;;;;;;;Fabric;;Rectangular;;;;;;;;No;B015DY6C40;;;1.06 ounces;;;;;;;;September 15, 2015;;;;;;;;KUPX;;;;#16,574 in Office Products ( See Top 100 in Office Products ) #354 in Mouse Pads;;;;4.5;23.6 x 11.8 x 0.08 inches;;;;;;;;;;;;;;;;Kupinxing Technology Co.,Ltd;;Mouspad-big-60A30black;;;;;;;;Black;;;;;Extended;;;;;
823;823;Tilted Nation Extended Gaming Mouse Pad Large - RGB Mouse Pad LED Light Up - Mice and Keyboard Mat with Non-Slip Game Mousepad Base - Easy to Clean, Water Resistant Desk Pads for Mac PC Gamers, Black;Jukegear;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1EFL1J69ZJCO9&isAmazonFulfilled=1;Tilted Nation RGB Headset Stand and Gaming Headphone Stand Display with Mouse Bungee Cord Holder…;https://www.amazon.com/Tilted-Nation-Headphone-Wireless-Headsets/dp/B07YNN9DSV/ref=pd_bxgy_2/130-7384806-4790263?_encoding=UTF8&pd_rd_i=B07YNN9DSV&pd_rd_r=e84cbc0c-f8ba-4276-ac43-0783371428ff&pd_rd_w=tLI4m&pd_rd_wg=kYubc&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=X1STYWXK3XW66HSYTPEN&psc=1&refRID=X1STYWXK3XW66HSYTPEN;https://www.amazon.com//Tilted-Nation-TNFIRE/product-reviews/B07VRWFT75/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;TNFIRE;;;;;;;;;;;;;;;;;;14.65 x 7.32 x 4.45 inches;;;;;;B07VRWFT75;;;1.41 pounds;;;;;;;;February 22, 2020;;;;;;;;;;;;#15,501 in Office Products ( See Top 100 in Office Products ) #318 in Mouse Pads;;;;4.7;;;;;;;;;;;;;;;;;Tilted Nation;;;;;;;;;;;;;;;;;;;;
824;824;HP Genuine USB 2-Button Optical Mouse P/N: 672652-001;Adortrades;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2SC6D12WVHALB&isAmazonFulfilled=1;HP USB Slim Business Keyboard;https://www.amazon.com/HP-USB-Slim-Business-Keyboard/dp/B01BQ8S45M/ref=pd_bxgy_2/131-8120521-4722162?_encoding=UTF8&pd_rd_i=B01BQ8S45M&pd_rd_r=7a4c545a-29f9-4026-afac-547f77213845&pd_rd_w=BWoBp&pd_rd_wg=7XZED&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=3X3YWFQDV56KHXBQ2ACE&psc=1&refRID=3X3YWFQDV56KHXBQ2ACE;https://www.amazon.com//Genuine-HP-2-Button-Optical-Mouse/product-reviews/B0143H4K6K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;BC67094;;;;;;;;;;;;;;;;;;;;;;;No;B0143H4K6K;;;2.88 ounces;;;;;;;;August 18, 2015;;;;5 x 3 x 1.5 inches;;;;HP;;;;#24 in Internal USB Port Cards;;;;4.7;5 x 3 x 1.5 inches;;;;;;;;;;;;;;;;hp;;;;;;;;;;;;;;;;;;;;
825;825;Unicorn Mouse Pad Waterproof Anime Mouse Pad Non-Slip Rubber Cute Mouse Pad for Office and Home 9.8x11.8x0.12inch;Yutuotrade;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1EEMEDHGJXCPP&isAmazonFulfilled=1;VALLER Laptop Bag, Beautiful Unicorn Girl Shoulder Messenger Bag 15 Inch Laptop Case Computer…;https://www.amazon.com/VALLER-Beautiful-Shoulder-Messenger-Briefcase/dp/B07WWZ2FWD/ref=pd_bxgy_2/134-8708304-0751740?_encoding=UTF8&pd_rd_i=B07WWZ2FWD&pd_rd_r=e110da81-5ccb-426b-a601-db969de7ee14&pd_rd_w=UOjhL&pd_rd_wg=3Ii6W&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=CVCR7E53R2M9S92Z62P2&psc=1&refRID=CVCR7E53R2M9S92Z62P2;https://www.amazon.com//Unicorn-Waterproof-Non-Slip-Rubber-9-8x11-8x0-12inch/product-reviews/B089CRJBYQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;11.73 x 9.84 x 0.28 inches;;;;;;B089CRJBYQ;;;4.4 ounces;;;;;;;;May 29, 2020;;;;;;;;;;;;#76,693 in Office Products ( See Top 100 in Office Products ) #1,996 in Mouse Pads;;;;4.8;;;;;;;;;;;;;;;;;Yutou;;;;;;;;;;;;;;;;;;;;
826;826;Wireless Mouse 2.4G TopMate Office Silent Mouse, Portable Computer Mouse with Type C Adapter, 3 Adjustable Levels Ergonomic Mouse for Laptop, PC, Windows, Mac OS，White;NIPAITechnology;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3KVCQAKIT0F30&isAmazonFulfilled=1;;;https://www.amazon.com//Wireless-TopMate-Portable-Adjustable-Ergonomic/product-reviews/B08PBLXJSG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;3.98 x 2.76 x 1.97 inches;;;;;;B08PBLXJSG;;;1.6 ounces;;;1 AA batteries required. (included);;;;;November 30, 2020;;;;;;;;;;;;#1,339 in Computer Mice;;;;4.0;;;;;;;;;;;;;;;;;TopMate;;;;;;;;;;;;;;;;;;;;
827;827;Anime Gaming Mouse Pad with Wrist Support, Ergonomic Mousepad Non-Slip Soft Sensitive Material, Cute Mouse Pads for Wireless Mouse as Home Office Desktop Accessories or Ideal Gift;ShangYouHQ;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2AYSXAZPRT8ER&isAmazonFulfilled=1;;;https://www.amazon.com//Ergonomic-Mousepad-Non-Slip-Sensitive-Accessories/product-reviews/B08RDRK36T/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;9 x 7.5 x 0.7 inches;;;;;;B08RDRK36T;;;1.58 ounces;;;;;;;;December 25, 2020;;;;;;;;;;;;#46,896 in Office Products ( See Top 100 in Office Products ) #1,097 in Mouse Pads;;;;5.0;;;;;;;;;;;;;;;;;iPaint;;;;;;;;;;;;;;;;;;;;
828;828;Wireless Car Mouse,Kamouse Super Cute Car Shaped Mouse USB Computer Optical Gaming Mice with Mini Receiver for PC Notebook Window;Dcarlight;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A7GTO5ASE47YC&isAmazonFulfilled=1;Car Mouse Pad for Car Shaped Mouse - Car / Motorcycle Mousepad, Auto Industry Mousepad;https://www.amazon.com/Car-Mouse-Pad-Shaped-Motorcycle/dp/B07MP2CG7K/ref=pd_bxgy_2/136-0140880-8617700?_encoding=UTF8&pd_rd_i=B07MP2CG7K&pd_rd_r=2f50379e-310b-429f-9b58-38ffa9c27e81&pd_rd_w=Q4jQZ&pd_rd_wg=TCEta&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=32488TEECJJDF2MCYRVW&psc=1&refRID=32488TEECJJDF2MCYRVW;https://www.amazon.com//Kamouse-Wireless-Shaped-Computer-Windows/product-reviews/B07QNWMV9C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;5.1 x 3.2 x 1.9 inches;;;;;;B07QNWMV9C;;;2.47 ounces;;;;;;;;April 16, 2019;;;;;;;;;;;;#1,469 in Computer Mice;;;;4.4;;;;;;;;;;;;;;;;;Kamouse;;;;;;;;;;;;;;;;;;;;
829;829;Planetar Wireless 2.4G Computer Laptop Mouse Mice/Adorable Cute Dog face Pattern;FanShop123;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1CE1JW2WLN29O&isAmazonFulfilled=1;Tidoopu Mouse Pad with Wrist Support Gel Anime Corgi Ergonomic 3D Mousepad for Office PC Laptops…;https://www.amazon.com/Ergonomic-Silicon-Gaming-Mousepad-Support/dp/B07DVXQ761/ref=pd_bxgy_2/147-3677709-9878518?_encoding=UTF8&pd_rd_i=B07DVXQ761&pd_rd_r=895a8d0a-ee02-4362-a8a0-4031f94bf51c&pd_rd_w=sjSIA&pd_rd_wg=qinun&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=HJC64V34Z409WBXSFDN2&psc=1&refRID=HJC64V34Z409WBXSFDN2;https://www.amazon.com//Planetar-Wireless-Computer-Adorable-Pattern/product-reviews/B07QCHQ5WZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B07QCHQ5WZ;;;2 ounces;;;;;;;;April 6, 2019;;;;;;;;;;;;#2,039 in Computer Mice;;;;4.3;4.5 x 2.5 x 1 inches;;;;;;;;;;;;;;;;Planetar;;;;;;;;;;;;;;;;;;;;
830;830;Mouse Pad The Gunners Gaming Mousepad with Stitched Edges Non-Slip Rubber Base for Computers Laptop Office & Home;OELNY;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A10IE1ALJCJPSV&isAmazonFulfilled=1;;;https://www.amazon.com//Gunners-Mousepad-Stitched-Non-Slip-Computers/product-reviews/B088K3LTZH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;mousepadgamep1us;;;;;;;;;;;;;Rubber;;;;;12 x 10 x 0.3 inches;;;;;;B088K3LTZH;;;5.6 ounces;;;;;;;;May 13, 2020;;;;;;;;TOLUYOQU;;;;#125,849 in Office Products ( See Top 100 in Office Products ) #3,539 in Mouse Pads;;;;4.7;;;;;;;;;;;;;;;;;TOLUYOQU CO.LTD;;Mousepadgamep1us;;;;;;;;THE GUNNERS;;;;;10 x 12 inch;;;;;
831;831;Non-Slip Rubber Base Mouse pad with Stitched Edges, Waterproof PVC Leather Mouse Pad,Easy Clean,Works for Computers, Laptop,Office / Home(7.87’’x9.84'',Sky Blue);YSAGi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AMXZMXC6P9ZM4&isAmazonFulfilled=1;;;https://www.amazon.com//Non-Slip-Stitched-Waterproof-Computers-7-87x9-84/product-reviews/B08DKMPQ5X/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;10.51 x 9.41 x 0.28 inches;;;;;;B08DKMPQ5X;;;4.9 ounces;;;;;;;;July 24, 2020;;;;;;;;YSAGi;;;;#34,288 in Office Products ( See Top 100 in Office Products ) #748 in Mouse Pads;;;;4.7;;;;;;;;;;;;;;;;;YSAGi;;AM1585;;;;;;;;Sky Blue;;;;;;;;;;
832;832;Evoluent VM4SW VerticalMouse 4 Right Hand Ergonomic Mouse with Wireless Connection (Small Size);CYBER MARKET;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A54JA8TJS5AQM&isAmazonFulfilled=1;Perixx Periboard-612 Wireless Ergonomic Split Keyboard with Dual Mode 2.4G and Bluetooth Feature…;https://www.amazon.com/Perixx-Periboard-612-Ergonomic-Bluetooth-Compatible/dp/B07TKLB1ML/ref=pd_bxgy_2/144-6183062-5371622?_encoding=UTF8&pd_rd_i=B07TKLB1ML&pd_rd_r=b4fec686-9925-447c-b618-7973c0fafd5a&pd_rd_w=kVA0K&pd_rd_wg=bAJsr&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=A4CHGWH9EC9T4GZEADA0&psc=1&refRID=A4CHGWH9EC9T4GZEADA0;https://www.amazon.com//Evoluent-VM4SW-VerticalMouse-Ergonomic-Connection/product-reviews/B00EZCCVTM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;VM4SW;;;;;;;;;;;;;;;;;;;;;;;No;B00EZCCVTM;;Linux;7.5 ounces;;;1 AA batteries required.;Laptop, PC;;;;August 3, 2017;;;;5.1 x 3.2 x 3.2 inches;;;;Evoluent;;;;#914 in Computer Mice;;;;4.4;5.1 x 3.2 x 3.2 inches;;;;;;;;;;;;;;;;Evoluent LLC;;;;;;;;;;Black;;;;;;;;;;
833;833;PICTEK RGB Gaming Mouse, Wired Mouse Gaming with Weight Tuning Set in the Mouse with 12000 DPI, Fire & Sniper Button, 10 Programmable Buttons;fenganyiliaoshebei;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A34RX3S8QI1SWB&isAmazonFulfilled=1;VicTsing Mouse Pad with Stitched Edge, Premium-Textured Mouse Mat, Non-Slip Rubber Base Mousepad for…;https://www.amazon.com/VicTsing-Stitched-Premium-Textured-Non-Slip-10-2%C3%978-3%C3%970-08/dp/B075WW7V6W/ref=pd_bxgy_2/136-9466125-1512743?_encoding=UTF8&pd_rd_i=B075WW7V6W&pd_rd_r=b9dc780e-1d00-4f61-9653-8a022445b819&pd_rd_w=F3VbY&pd_rd_wg=CSjsZ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=26RTN1CW2R1FJJVB108N&psc=1&refRID=26RTN1CW2R1FJJVB108N;https://www.amazon.com//PICTEK-Upgraded-Programmable-Buttons-Computer/product-reviews/B07WPSNJV7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;PTPC257AB;;;;;;;;;;;;;;;;;;;;;;;;B07WPSNJV7;Personal Computers;;6.8 ounces;;;;;;;;August 25, 2019;The strikethrough price is the List Price. Savings represents a discount off the List Price.;;;;;;;;;;;#2,718 in Video Games ( See Top 100 in Video Games ) #163 in PC Gaming Mice;;;;4.5;"5.35 x 3.54 x 1.89 inches; 6.81 Ounces";September 25, 2019;;;;;;;;;;;;;;;PICTEK;;;;;;;;;;;;;;;;;;;;
834;834;Non-Slip Rubber Mousepad Ouija Board Mouse Pad Retro Ouija Board Mouse Pad 180mm x 220mm x 2mm;xcbdbszxba;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A36N9OH261E5SH&isAmazonFulfilled=1;New Top Funny Space Cat and Pizza Rectangle Non-Slip Rubber Mouse Pad Mousepad Mat;https://www.amazon.com/Funny-Rectangle-Non-Slip-Rubber-Mousepad/dp/B00V07VWTU/ref=pd_bxgy_2/139-8074291-3608949?_encoding=UTF8&pd_rd_i=B00V07VWTU&pd_rd_r=eef0750c-72c0-405d-815f-b45798ad6168&pd_rd_w=9ny5C&pd_rd_wg=CQm7V&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=EWDFY8F2WJJMS44BPNDF&psc=1&refRID=EWDFY8F2WJJMS44BPNDF;https://www.amazon.com//Non-Slip-Rubber-Mousepad-Ouija-Mouse/product-reviews/B00XSYOX9O/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;ntfdfh;;;;;;;;;;;;;;;;;;;;;;;No;B00XSYOX9O;;;0.96 ounces;;;;;;;;May 17, 2015;;;;;;;;;;;;#13,860 in Office Products ( See Top 100 in Office Products ) #281 in Mouse Pads;;;;4.7;11.5 x 1.1 x 5.8 inches;;;;;;;;;;;;;;;;Mouse Pads;;;;;;;;;;;;;;;;;;;;
835;835;Madala RGB Mouse Pad Large, Led Mouse Pad, Soft Gaming Mouse mat with 12 Light Modes and 2 Brightness Levels, Anti-Slip Rubber Base and Waterproof Surface for Computer Keyboard/Mouse (31.5×11.8 inch);Nanomate;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AOKK11ZUX3STG&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.64 x 3.62 x 3.62 inches;;;;;;B08S31N8NL;;;1.43 pounds;;;;;;;;January 5, 2021;;;;;;;;;;;;#37,415 in Office Products ( See Top 100 in Office Products ) #838 in Mouse Pads;;;;0.0;;;;;;;;;;;;;;;;;Nanomate;;;;;;;;;;;;;;;;;;;;
836;836;S & E TEACHER'S EDITION LED Wireless Mouse with Mouse Pad, Matte Black, Slim Rechargeable Wireless Silent Mouse, 2.4G Portable USB Optical Wireless Computer Mice;SWIT Co. Ltd;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1DJEF21X32W1H&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;12.87 x 3.7 x 3.39 inches;;;;;;B08MTRQ664;;;13 ounces;;;1 AAA batteries required. (included);;;;;November 5, 2020;;;;;;;;;;;;#2,695 in Computer Mice;;;;4.5;;;;;;;;;;;;;;;;;SWIT;;;;;;;;;;;;;;;;;;;;
837;837;Mouse Pad Pink Roses 36230 Oblong Shaped Mouse Mat Design Natural Eco Rubber Durable Computer Desk Stationery Accessories Mouse Pads for Gift;Eieie-xianr;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GSCOAH4XIMDQ&isAmazonFulfilled=1;;;https://www.amazon.com//Natural-Durable-Computer-Stationery-Accessories/product-reviews/B00UBN6VNG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;Sdu034;;;;;;;;;;;;;Polyester Rubber Cloth;;Square;;;;;;;;Yes;B00UBN6VNG;;;1 ounces;;;;;;;;March 6, 2015;;;;;;;;Eeejumpe;;;;#13,273 in Office Products ( See Top 100 in Office Products ) #265 in Mouse Pads;;;;4.6;11.5 x 1.1 x 5.8 inches;;;;;;;;;;;;;;;;Eeejumpe;;Sdu034;;;;;;;;Fullife # 093;;;;;"9"" X 7""";;;;;
838;838;Marble Mousepad White Marble Print Mouse Mat Mouse Pad Office Mousemat Mousepads with Design Desk Accessory Office Gift;Parachuter;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ARWYW9HWYTUGS&isAmazonFulfilled=1;WAVEYU Pen Holder, Stand for Desk Marble Pattern Pencil Cup for Girls Kids Durable Ceramic Desk…;https://www.amazon.com/WAVEYU-Pattern-Durable-Organizer-Classroom/dp/B07TLMZP4G/ref=pd_bxgy_2/141-6026661-3770515?_encoding=UTF8&pd_rd_i=B07TLMZP4G&pd_rd_r=403d2d12-a143-4d3c-9d99-5b8811535356&pd_rd_w=PSHvq&pd_rd_wg=ght6L&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=PHF7JCRPDCC0SB8GA6Z0&psc=1&refRID=PHF7JCRPDCC0SB8GA6Z0;https://www.amazon.com//Marble-Mousepad-Mousemat-Mousepads-Accessory/product-reviews/B07HQCG7Y7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Rubber;;Rectangular;;;;;;;;;B07HQCG7Y7;;;2.39 ounces;;;;;;;;September 27, 2018;;;;;;;;Pingpi;;;;#8,795 in Office Products ( See Top 100 in Office Products ) #176 in Mouse Pads;;;;4.6;9.45 x 7.87 x 0.12 inches;;;;;;;;;;;;;;;;Pingpi;;Parachuter0240;;;;;;;;PP-41;;;;;;;;;;
839;839;Sabrent Mini Travel USB Optical Mouse with Retractable Cable for Computers and laptops | Mac & PC Compatible (MS-OPMN);Bo & Co;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2VEW8ILUXYSFA&isAmazonFulfilled=1;;;https://www.amazon.com//Sabrent-Travel-Optical-Retractable-MS-OPMN/product-reviews/B01MSJPX06/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;MS-OPMN;;;;;;;;;;;;;;;;;;;;;;;No;B01MSJPX06;;Mac os x, Windows xp, Windows vista;1.5 ounces;;;;Laptop, PC;;;;November 22, 2016;;;;6.46 x 2.44 x 1.57 inches;;;;SABRENT;;;;#127 in Computer Mice;;;;4.5;6.46 x 2.44 x 1.57 inches;;;;;;;;;;;;;;;;Sabrent;;;;;;;;;;Black;;;;;;;;;;
840;840;SHruizhuo Cute Gaming Mouse Pad Skull Human Skeleton, Desk Mousepad,Small Mouse Pads for Computers Laptop,Round Mouse Mat Cool Design;FVBAO;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A26X8W9S7XIU9H&isAmazonFulfilled=1;VicTsing MM057 2.4G Wireless Portable Mobile Mouse Optical Mice with USB Receiver, 5 Adjustable DPI…;https://www.amazon.com/VicTsing-Wireless-Portable-Receiver-Adjustable/dp/B013WC0P2A/ref=pd_bxgy_2/145-8365701-3555651?_encoding=UTF8&pd_rd_i=B013WC0P2A&pd_rd_r=918f0eea-1af6-420e-b7f8-4c438b9cb672&pd_rd_w=bOOTV&pd_rd_wg=XmXrI&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=EE73BXH6NJV4BKKSMDBY&psc=1&refRID=EE73BXH6NJV4BKKSMDBY;https://www.amazon.com//SHruizhuo-Gaming-Skeleton-Mousepad-Computers/product-reviews/B085KZ1X2R/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Rubber;;Round;;;8 x 8 x 0.05 inches;;;;;;B085KZ1X2R;;;1.58 ounces;;;;;;;;March 7, 2020;;;;;;;;FVBAO;;;;#109,256 in Office Products ( See Top 100 in Office Products ) #3,003 in Mouse Pads;;;;4.6;;;;;;;;;;;;;;;;;SHruizhuo;;Yinxing-34;;;;;;;;Skull Human Skeleton;;;;;;;;;;
841;841;Extended Mouse Pad Anime Dragon Large Gaming Mouse Pad- 31.5x12inch Computer Keyboard Mouse Mat Mousepad Rubber Base and Stitched Edges for Game Players (Red);trvaago;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2H5K1BKFE62YN&isAmazonFulfilled=1;;;https://www.amazon.com//Extended-31-5x12inch-Computer-Keyboard-Mousepad/product-reviews/B089KJ61SV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;Rectangle;;;;;;;;;B089KJ61SV;;;9.9 ounces;;;;;;;;June 2, 2020;;;;;;;;Trvaago;;;;#75,074 in Office Products ( See Top 100 in Office Products ) #1,935 in Mouse Pads;;;;4.7;11.42 x 1.18 x 1.18 inches;;;;;;;;;;;;;;;;Trvaago;;Ausfba019;;;;;;;;Red;;;;;;;;;;
