,name,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews,number of usb 2.0 ports,is discontinued by manufacturer,domestic shipping,international shipping,computer memory type,department,manufacturer,additional features,brand name,material care instructions,max screen resolution,connectivity technologies,processor count,measurement system,item package quantity,hard drive rotational speed,hard drive interface,expansion,warranty description,memory speed,line size,national stock number,model,optical drive type,color,voltage,screen resolution,ASIN,assembled width,card description,language,other display features,size,ram,plug profile,product dimensions,item weight,rating,hardware platform,average battery life (in hours),pricing,light direction,os,chipset brand,display type,operating system,finish types,color screen,weight,part number,style,bulb features,best sellers rank,batteries,number of lights,item model number,contains,switch style,special features,installation method,average life,certification,wireless type,processor brand,date first available,item display height,wattage,color name,assembled height,shape,display style,batteries included?,number of items,included components,switch installation type,batteries required?,display technology,series,head style,material type,is assembly required?,power source,color temperature,colour,cover included,compatible devices,type of bulb,shade color,rear webcam resolution,shade material,specific uses,release date,connector type,flash memory size,specification met,number of usb 3.0 ports,item dimensions  lxwxh,number of pieces,graphics card ram size,folding,standing screen display size,batteries required,material,package dimensions,manufacturer part number,binding,assembled length,graphics coprocessor,brand
2125,"HDMI Converter Compatible with i Phone to HDMI Adapter for HD TV Monitor, HDMI Coupler 1080P Digital AV Adapter, Sync Screen HDMI Connector Compatible with i Phone i Pad i Pod (White)",Gunnity,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ASD4EHPEIVWQN&isAmazonFulfilled=1,,,https://www.amazon.com//Converter-Compatible-Adapter-Monitor-Connector/product-reviews/B08N138YWM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,RUHI,,,,,,,,,,,,,,,,,,,,,B08N138YWM,,,,,,,,,0.528 ounces,3.3,,,,,,,,,,,,,,,#484 in DVI-HDMI Adapters,,,,,,,,,,,,"November 9, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.73 x 3.82 x 0.31 inches,,,,,
2126,"Webcam with Microphone,FANSBE 1080P Full HD Web Camera for Online Video Calling Recording Desktop Laptop PC Skype Facetime YouTube Network",Fansbe,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2TOMHXWMMV87Y&isAmazonFulfilled=1,,,https://www.amazon.com//Microphone-Calling-Recording-Desktop-Facetime/product-reviews/B08BLNK7NP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Fansbe,,,,,,,,,,,,,,,,,,Black,,,B08BLNK7NP,,,,,,,,,3.98 ounces,3.5,"Laptop, PC, Smart tv, Mac",,,,,,,,,,,,,,"#3,514 in Webcams",,,,,,,,,,,,"June 22, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7 x 3 x 2 inches,,,,,Fansbe
2127,"5V Charger for Motorola Baby Monitor Charger Power Cord, Compatible with MBP854CONNECT MBP854 MBP854CONNECT-2 MBP35S MBP36XL MBP854CONNECT-3 MBP855CONNECT MBP853CONNECT",BonanzaShop,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A340JTQCYB81ZN&isAmazonFulfilled=1,,,https://www.amazon.com//Charger-Micro-USB-Compatible-eReaders-Bluetooth/product-reviews/B07BFCQ4F1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,BonanzaShop,,,,,,,,,,,,,,,,,,White,,,B07BFCQ4F1,,,,,,,,2 x 1 x 2 inches,2.39 ounces,4.1,,,,,,,,,,,,,,,"#1,421 in Tablet Chargers & Adapters",,,,,,,,,,,,"March 13, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 1 x 2 inches,,,,,,,,,,,,WUKUR
2128,"1080P Webcam with Microphone, Auto Focus Streaming Web Camera, USB Computer Camera for PC Mac Laptop Desktop Video Calling Conferencing Recording Gaming Online Classes",Tuyou Technology,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AZ3MDH9PW66AL&isAmazonFulfilled=1,"Anker 4-Port USB 3.0 Hub, Ultra-Slim Data USB Hub with 2 ft Extended Cable [Charging Not Supported…",https://www.amazon.com/Anker-Extended-MacBook-Surface-Notebook/dp/B07L32B9C2/ref=pd_bxgy_2/142-9166937-7473807?_encoding=UTF8&pd_rd_i=B07L32B9C2&pd_rd_r=da9d27c8-0d23-42e9-92da-17f7fa31c871&pd_rd_w=KbTCm&pd_rd_wg=mE3DT&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=V412JSCCF8DPF17ENEZ9&psc=1&refRID=V412JSCCF8DPF17ENEZ9,https://www.amazon.com//Microphone-Streaming-Computer-Conference-Compatible/product-reviews/B085WYL2SX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,,,COSHIP,,,,,,,,,,,,,,,,,,,B085WYL2SX,,,,,,,,,7 ounces,4.3,,,,,,,,,,,,,,,#268 in Webcams,,,H703,,,"Webcam with Cover, Autofocus",,,,,,"March 27, 2020",,,H703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16 x 3.31 x 2.64 inches,,,,,
2129,"Docking Station, USB C Docking Station,Type-C Laptop to Single 5K/Triple 4K Extended Display for MacBook&Thunderbolt3 Windows (7 USB, 4K@60Hz DP, HDMI, LAN, 3.5mm Audio&Mic, SD&TF Card Reader, 60W PD)",JoyMeet,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A330FPCS4K1NDP&isAmazonFulfilled=1,"Rankie DisplayPort (DP) to HDMI Cable, 4K Resolution Ready, 6 Feet",https://www.amazon.com/Rankie-DisplayPort-Cable-Resolution-Ready/dp/B00Z05JMKO/ref=pd_bxgy_2/147-3456697-1332148?_encoding=UTF8&pd_rd_i=B00Z05JMKO&pd_rd_r=8b392ceb-dc5d-4354-abd3-a40d1dd47d06&pd_rd_w=vqSCO&pd_rd_wg=24tN9&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=YSVJKXX7JET6C1BY84WC&psc=1&refRID=YSVJKXX7JET6C1BY84WC,https://www.amazon.com//Docking-OKX-Extended-Thunderbolt3-Ethernet/product-reviews/B089Y5TM24/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,OKX,,,,,,,,,,,,,,,,,,,,,B089Y5TM24,,,,,,,,4.7 x 4.7 x 2.2 inches,1.3 pounds,4.3,,,,,,,,,,,,,,,"#10,801 in Electronics ( See Top 100 in Electronics ) #153 in Laptop Docking Stations",,,U001,,,,,,,,,"June 10, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,"Portable Drawing Tablet Sleeve Monitor Carrying Bag Case for XP-Pen Artist13.3 Pro, Huion Inspiroy Q11k/ Kamvas Pro 13 GT-133/ Inspiroy H1161, VEIKK A15 Sleeve Case(Rose Pink)",CaseDeer Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3GXZ03JPFCR01&isAmazonFulfilled=1,,,,,,,,,,CaseDeer,,,,,,,,,,,,,,,,,,,,,B08LKM44TF,,,,,,,,16.54 x 11.5 x 1.18 inches,7.1 ounces,0.0,,,,,,,,,,,,,,,"#1,628 in Tablet Sleeves",,,,,,,,,,,,"October 21, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,"ThinkPad E15 Type USB-C AC Laptop Charger Fit for Lenove ThinkPad L13 L14 L15 E14 X13 R14 T14 T14s T15 Yoga Gen 1,ThinkVision M14t Flat Panel Monitor 62A3 ThinkBook Power Supply Adapter Cord 45W 65W",Dadihw,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1MELJP8TBD2YH&isAmazonFulfilled=1,,,https://www.amazon.com//ThinkPad-Charger-ThinkVision-Monitor-ThinkBook/product-reviews/B08P468WK9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,DONG GUAN SIMER ELECTRONICS CO LTD,,,,,,,,,,,,,,,,,,,,,B08P468WK9,,,,,,,,,8.1 ounces,4.3,,,,,,,,,,,,,,,"#95,511 in Electronics ( See Top 100 in Electronics ) #5,567 in Laptop Chargers & Adapters",,,,,,,,,,,,"November 25, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81 x 3.74 x 1.65 inches,,,,,
2132,"USB 3.0 Cable A Male to B Male 6Ft, OKRAY 2 Pack Durable Nylon Braided Superspeed USB 3.0 A to B Cable Compatible for Hard Disk Drive, Scanner, USB Hub, Monitor and More(Black, White)",OKRAYDirect,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1N8A6GZRKJB1I&isAmazonFulfilled=1,,,https://www.amazon.com//OKRAY-Pack-Nylon-Braided-Cable/product-reviews/B07D6LQFJY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,OKRAY,,,,,,,,,,,,,,,,,,,,,B07D6LQFJY,,,,,,,,,3.52 ounces,4.6,,,,,,,,,,,,,,,"#15,459 in USB Cables",,,,,,,,,,,,"May 21, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9 x 3.4 x 0.4 inches,,,,,
2133,"Gooseneck Tablet Mount Holder for Bed - Lamicall Flexible Tablet Arm Clamp, Bed Stand for 4.7-11 Devices, Such as iPad Mini 7.9, Air 9.7, Pro 10.5/11, Switch, Galaxy Tabs - Black",Lamicall Store,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1OC7UXAYWQDEI&isAmazonFulfilled=1,"Phone Holder Bed Gooseneck Mount - Lamicall Cell Phone Clamp Clip for Desk, Flexible Lazy Long Arm…",https://www.amazon.com/Gooseneck-Bed-Phone-Holder-Mount/dp/B07S9JXQP2/ref=pd_bxgy_2/136-8210440-7091351?_encoding=UTF8&pd_rd_i=B07S9JXQP2&pd_rd_r=a801ed09-9462-4648-9eae-df50eecee9bf&pd_rd_w=ILOi1&pd_rd_wg=vdwn8&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=XWST5BSCNNMRFWYEXYKA&psc=1&refRID=XWST5BSCNNMRFWYEXYKA,https://www.amazon.com//Gooseneck-Tablet-Mount-Holder-Bed/product-reviews/B07Y84SCR6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Lamicall,,,,,,,,,,,,,,,,,,Black,,,B07Y84SCR6,,,,,,,,,5.5 ounces,4.3,,,,,,,,,,,,,,,#3 in Tablet Mounts,,,,,,,,,,,,"September 23, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.59 x 9.45 x 3.19 inches,,,,,Lamicall
2134,Eonvic 10 Pin to 2x3 pin XLR Atomos Breakout Audio Input Cable for Shogun Monitor Recorder,Eonvic,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1PUUT3OIOMJ0X&isAmazonFulfilled=1,,,,,No,,,,,Eonvic,,,,,,,,,,,,,,,,,,,,,B07W18B2DC,,,,,,,,,0.352 ounces,5.0,,,,,,,,,,,,,,,"#7,568 in Audio & Video Power Cables",,,,,,,,,,,,"April 1, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72 x 3.94 x 1.97 inches,,,,,
2135,"3M Privacy Filter for 19.0 Inch Standard Monitor, Reversible Gloss/Matte, Reduces Blue Light, Screen Protection, 16:9 Aspect Ratio (PF190C4B)",,,,,,,,,,,,3M,,,,,,,,,,,,,,,,,,,,,B07SFRXTD2,,,,,,,,0.19 x 13.5 x 18.5 inches,12 ounces,2.0,,,,,,,,,,,,,,,"#60,621 in Computers & Accessories ( See Top 100 in Computers & Accessories ) #415 in Laptop Screen Filters",,,PF190C4B,,,,,,,,,"March 20, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,"6ft HDMI to VGA Cable with Audio and USB Power, Un bidirectional HDMI to VGA Monitor Cord Male Compatible for All HDMI Devices (Computer, PS, Xbox, Chromebook, Raspberry Pi, Apple TV.",HIROSHI GAWEL16,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2G19X1I62OYYL&isAmazonFulfilled=1,,,,,,,,,,Kablink,,,,,,,,,,,,,,,,,,,,,B08LKMYLG3,,,,,,,,,1.6 ounces,0.0,,,,,,,,,,,,,,,"#375 in HDMI-to-VGA Adapters #35,293 in Computer Cables & Interconnects",,,hdmi to vga cable 6ft for audio,,,,,,,,,"October 21, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.07 x 6.46 x 0.79 inches,,,,,
2137,"4K Mini DisplayPort to DisplayPort Cable 6.6ft, Sweguard Mini DP to DP Cable,Thunderbolt 2 to DP Supports 4K@60Hz,2K@165Hz,2K@144Hz Compatible MacBook Air/Pro,Surface Pro/Dock,Monitor,Projector(Red)",SweguardDirect,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A9ESN40FPFDIK&isAmazonFulfilled=1,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/137-9320271-2482907?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=ba9cf6d8-3095-4728-8484-9ddd3fddface&pd_rd_w=DTWKy&pd_rd_wg=k7ly4&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=1VS322F0WAXXSDG5HR59&psc=1&refRID=1VS322F0WAXXSDG5HR59,https://www.amazon.com//Displayport-Display-Sweguard-18Gbps-Ethernet/product-reviews/B085BNFJXJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,sweguard,,,,,,,,,,,,,,,,,,,,,B085BNFJXJ,,,,,,,,3.94 x 2.36 x 0.08 inches,1.76 ounces,4.7,,,,,,,,,,,,,,,#39 in Thunderbolt Cables,,,,,,,,,,,,"March 2, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,"Mini DisplayPort to HDMI,Anbear Gold Plated Mini Display Port(ThunderboltTM Port Compatible) to HDMI HDTV Male to Female Adapter for Mac Book, iMac, and More, DP V1.2 Support",Telepear,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2IA38QWRDP7MG&isAmazonFulfilled=1,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…,https://www.amazon.com/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/146-0671518-2283624?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=f64db416-0773-4ea8-ac08-a9821cb702d4&pd_rd_w=vd4pu&pd_rd_wg=py7wx&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=0HEW82WDCG3NCYR0TFKZ&psc=1&refRID=0HEW82WDCG3NCYR0TFKZ,https://www.amazon.com//DisplayPort-Anbear-Display-ThunderboltTM-Compatible/product-reviews/B01HEG8UY0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,TAIMEIDE,,,,,,,,,,,,,,,,,,Mini dp to hdmi 1080P,,,B01HEG8UY0,,,,,,,,7.87 x 0.83 x 0.45 inches,0.317 ounces,4.5,,,,,,,,,,,,,,,#2 in Mini-SAS Cables,,,6463319,,,,,,,,,"July 1, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.87 x 0.83 x 0.45 inches,,,,,,,,,,,,Anbear
2139,"4K 3 Port 3x1 HDMI KVM Switch by OREI, Share Multiple Devices, PC, Computers, Phones, Gaming on One Display Monitor, Keyboard Control and USB Peripheral Control - UltraHD HDCP 2.0",,,,,https://www.amazon.com//Multiple-Devices-Computers-Keyboard-Peripheral/product-reviews/B08QRPCM7Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,OREI,,,,,,,,,,,,,,,,,,,,,B08QRPCM7Z,,,,,,,,6.5 x 2.5 x 0.75 inches,6.3 ounces,3.7,,,,,,,,,,,,,,,#170 in KVM Switches,,,UKM-301C,,,,,,,,,"December 16, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,Dell Mini DisplayPort to VGA Cable 0PNKVT (DAYBNBC084),Wall Distributing,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2HIWVB3P59IHZ&isAmazonFulfilled=1,Dell Adapter - Mini DisplayPort to DVI Single-Link,https://www.amazon.com/Dell-Adapter-Mini-DisplayPort-Single-Link/dp/B00DRG2MSC/ref=pd_bxgy_2/141-7736307-0548941?_encoding=UTF8&pd_rd_i=B00DRG2MSC&pd_rd_r=5d1aec31-2a77-4b99-a543-bc9be842775e&pd_rd_w=PtFch&pd_rd_wg=2L1vx&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=DS32KRVWM1NAW0CXAT81&psc=1&refRID=DS32KRVWM1NAW0CXAT81,https://www.amazon.com//Dell-DisplayPort-Cable-0PNKVT-DAYBNBC084/product-reviews/B00H5HE2A0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,Dell Technologies,,,,,,,,,,,,,,,,,,,,,B00H5HE2A0,,,,,,,,,1.76 ounces,4.7,,,,,,,,,,,,,,,"#13,685 in Computer Cables & Interconnects",,,PNKVT,,,,,,,,,"February 14, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 x 4 x 1 inches,,,,,
2141,WOLFBOX S50n Dedicated Hardwire Kit Parking Monitor Power Cable,WolfBox Direct,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2KR0J0CK34VOC&isAmazonFulfilled=1,"WOLFBOX Mirror Dash Cam with Detached Front Camera,10"" Anti Glare Rear View Camera,1920P Front and…",https://www.amazon.com/WOLFBOX-Detached-Cameras-Waterproof-Assistance/dp/B08LG1S78J/ref=pd_bxgy_2/135-4309727-5985304?_encoding=UTF8&pd_rd_i=B08LG1S78J&pd_rd_r=ab498f46-913c-4b1e-8c8f-5fa6b154c911&pd_rd_w=Z8RIO&pd_rd_wg=CZD6N&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=9QK5DMRGRYPJY04XZMP6&psc=1&refRID=9QK5DMRGRYPJY04XZMP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B08MF8W6PY,,,,,,,,,4.2 ounces,5.0,,,,,,,,,,,,,,,"#4,332 in Audio & Video Power Cables",,,,,,,,,,,,"November 2, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14 x 2.64 x 1.77 inches,,,,,
2142,"Anker USB C to HDMI Adapter (4K@60Hz), PowerExpand+ Aluminum Portable USB C Adapter, for MacBook Pro, MacBook Air, iPad Pro, Pixelbook, XPS, Galaxy, and More (Compatible with Thunderbolt 3 ports)",AnkerDirect,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A294P4X9EWVXLJ&isAmazonFulfilled=1,Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port…,https://www.amazon.com/Acer-SB220Q-Ultra-Thin-Frame-Monitor/dp/B07CVL2D2S/ref=pd_bxgy_2/132-1169042-1775806?_encoding=UTF8&pd_rd_i=B07CVL2D2S&pd_rd_r=814e505f-d69d-4d08-8b25-3e36007f0f5d&pd_rd_w=5CQ0s&pd_rd_wg=nzPyj&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=Y78QPAVPD79HZ5SCX888&psc=1&refRID=Y78QPAVPD79HZ5SCX888,https://www.amazon.com//Anker-Aluminum-Pixelbook-Compatible-Thunderbolt/product-reviews/B07THJGZ9Z/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Anker,,,,,,,,,,,,,,,,,,,,,B07THJGZ9Z,,,,,,,,1.97 x 0.85 x 0.45 inches,0.64 ounces,4.7,,,,,,,,,,,,,,,#1 in DVI-HDMI Adapters #5 in Computer Cables & Interconnects,,,AK-A83120A1,,,,,,,,,"June 25, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97 x 0.85 x 0.45 inches,,,,,,,,,,,,Anker
2143,Tripp Lite B020-016-17 NetDirector KVM Console Switch with 17-Inch Monitor/Touchpad/Keyboard and OSD,,,,,https://www.amazon.com//Tripp-Lite-B020-016-17-NetDirector-Touchpad/product-reviews/B000CDLJ28/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,KVM (Keyboard - Video - Mouse) Switches,TRIPP LITE,,,,,,,,,,,,,,,,,,,,,B000CDLJ28,,,English,,,,,24 x 16.75 x 1.75 inches,30.7 pounds,4.5,,,,,,,,"Linux, Windows xp, Windows vista, Windows 7, Windows 2000",,,,,,,"#1,380 in KVM Switches",,,B020-016-17,,,,,,,,,"July 7, 2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 x 16.75 x 1.75 inches,,,,17 Inches,,,,,,,,Tripp Lite
2144,"avedio links DisplayPort to VGA, 2 Pack, Gold-Plated Display Port (DP) to VGA Adapter Cable Converter(Male to Female) Compatible with Computer, Desktop, Laptop, PC,Monitor, Projector",Starelectric,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A102QOG9TLR7DF&isAmazonFulfilled=1,"DisplayPort to HDMI, Benfei Gold-Plated DP Display Port to HDMI Adapter (Male to Female) Compatible…",https://www.amazon.com/DisplayPort-Adapter-Converter-Gold-Plated-Compatible/dp/B017Q8ZVWK/ref=pd_bxgy_2/135-6621111-0986666?_encoding=UTF8&pd_rd_i=B017Q8ZVWK&pd_rd_r=67588043-c933-4403-a19c-8f3b09bf68f2&pd_rd_w=aIssZ&pd_rd_wg=JfeEU&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=0P7VKS0F15VQFEGH0MFT&psc=1&refRID=0P7VKS0F15VQFEGH0MFT,https://www.amazon.com//avedio-links-Silvery-DisplayPort-Adapter/product-reviews/B01N2VHLJS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,No,,,,,avedio links,,,,,,,,,,,,,,,,,,,,,B01N2VHLJS,,,,,,,,5 x 4.7 x 0.59 inches,3.36 ounces,4.5,,,,,,,,,,,,,,,"#173 in HDMI-to-VGA Adapters #14,921 in Computer Cables & Interconnects",,,44368,,,,,,,,,"December 18, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,"Webcam with Microphone, AuKing 1080P HD Webcam with Low Light Correction, Computer Camera Built in Dual Noise Reduction Microphone with Wide Viewing Angle for Video Calling, Online Class, Conference",CJHX,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2NMD6GDTGM539&isAmazonFulfilled=1,Creative Pebble 2.0 USB-Powered Desktop Speakers with Far-Field Drivers and Passive Radiators for…,https://www.amazon.com/Creative-Labs-Pebble-Black-Loudspeaker/dp/B0791H74NT/ref=pd_bxgy_2/135-3034959-3673633?_encoding=UTF8&pd_rd_i=B0791H74NT&pd_rd_r=a8a56533-46a6-4755-ba50-f9b8a6b26abd&pd_rd_w=SEDZP&pd_rd_wg=DDeEi&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=S8R7SAB5SN68W1VY8E7Y&psc=1&refRID=S8R7SAB5SN68W1VY8E7Y,https://www.amazon.com//Microphone-AuKing-Correction-Reduction-Conference/product-reviews/B08FRDFBVG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,CJHX,,,,,,,,,,,,,,,,,,,,,B08FRDFBVG,,,,,,,,2.75 x 1.18 x 0.98 inches,4.8 ounces,4.3,"Laptop, PC, Mac",,,,,,,,,,,,,,#232 in Webcams,,,JE-Webcam-4,,,,,,,,,"September 2, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75 x 1.18 x 0.98 inches,,,,,,,,,,,,AuKing
2146,"HDMI to VGA Adapter 1080P Video with 3.5mm Audio Jack, Cuxnoo HDMI-VGA Converter for HDMI Laptop, PC, Raspberry Pi, Chromebook, Roku, Xbox, to Display on VGA Monitor, Projector",Cuxnoo,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1PKXIH3S7V1Y3&isAmazonFulfilled=1,,,https://www.amazon.com//Cuxnoo-Converter-Raspberry-Chromebook-Projector/product-reviews/B0885XBJQ3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Cuxnoo,,,,,,,,,,,,,,,,,,,,,B0885XBJQ3,,,,,,,,1.93 x 0.87 x 0.59 inches,3.2 ounces,3.7,,,,,,,,,,,,,,,"#286 in HDMI-to-VGA Adapters #26,350 in Computer Cables & Interconnects",,,AB309,,,,,,,,,"May 27, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,Kinan 2 Ports DVI KVM Switch Dual Port KVM Switches with Audio and Remote Switch 1 Set of Keyboard Video Mouse Control 2 Computers Laptops PCs Share Keyboard Mouse Monitor,"Shenzhen Kinan Technology Co., Ltd",https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2CHZXO6DN74DE&isAmazonFulfilled=1,,,https://www.amazon.com//Kinan-Switches-Keyboard-Control-Computers/product-reviews/B082SSC7PR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,,,,,,,Kinan,,,,,,,,,,,,,,,,,,,,,B082SSC7PR,,,,,,,,,15.8 ounces,3.6,,,,,,,,,,,,,,,#698 in KVM Switches,,,DV2302,,,,,,,,,"May 11, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4 x 6.1 x 2.17 inches,,,,,
